,Year,Rated,Runtime,Genre,Awards,imdbRating,imdbVotes,DVD,studio_size,meta_class
1057,2011,R,100,Crime,Oscar Win,7.8,539085,1,small,1
1061,2011,PG,90,Animation,Oscar Win,7.2,237738,1,small,1
1065,2011,R,97,Comedy,Other Win,3.2,10823,1,big,0
1076,2011,PG-13,90,Comedy,,4.9,8758,1,big,0
1081,2011,PG,91,Comedy,Other Win,4.2,2752,1,big,0
1082,2011,Not Rated,97,Crime,Other Win,6.0,667,1,small,1
1089,2011,Not Rated,83,Comedy,Other Win,5.4,3799,1,small,0
1091,2011,PG-13,112,Action,Other Win,7.0,325801,1,big,1
1100,2011,PG-13,114,Action,Other Win,5.5,257560,1,big,0
1102,2011,Not Rated,106,Horror,,5.0,172,0,small,0
1104,2011,PG,94,Comedy,Other Win,6.0,83084,1,big,0
1106,2011,PG-13,104,Biography,Other Win,6.8,54650,1,small,1
1107,2011,R,92,Comedy,Other Win,5.6,185535,1,big,0
1111,2011,G,106,Animation,Other Win,6.1,146891,1,small,0
1113,2011,R,100,Comedy,,5.6,7413,1,small,0
1115,2011,Not Rated,94,Drama,Other Win,6.1,1994,1,small,0
1116,2011,Not Rated,99,Biography,,5.1,1131,1,small,0
1118,2011,PG,109,Adventure,Nomination,5.8,39498,1,big,0
1119,2011,PG-13,154,Action,Oscar Win,6.2,372881,1,small,0
1121,2011,PG-13,120,Drama,Other Win,6.1,3456,1,small,0
1122,2011,PG-13,98,Drama,Oscar Win,7.2,14773,1,big,1
1130,2011,PG-13,98,Comedy,Nomination,6.1,60544,1,big,0
1138,2011,Not Rated,87,Comedy,Other Win,6.0,730,1,small,0
1140,2011,PG,102,Comedy,Other Win,5.2,54229,1,small,0
1142,2011,Not Rated,93,Drama,Other Win,6.1,280,0,small,1
1143,2011,PG-13,130,Adventure,Oscar Win,8.1,715333,1,big,1
1145,2011,R,98,Comedy,Other Win,6.9,406692,1,big,0
1148,2011,Not Rated,95,Drama,Other Win,6.3,875,1,small,1
1152,2018,PG-13,112,Action,Other Win,6.7,317707,1,small,0
1156,2011,R,109,Comedy,Other Win,6.5,324644,1,small,1
1157,2011,PG-13,124,Action,Other Win,6.9,695697,1,big,1
1159,2011,PG-13,118,Comedy,Other Win,7.4,447664,1,big,1
1162,2011,R,95,Comedy,Other Win,6.0,1056,1,big,1
1163,2011,Not Rated,72,Drama,,4.4,395,0,big,0
1164,2011,PG,103,Adventure,Other Win,5.4,79630,1,small,0
1168,2011,PG-13,105,Action,Oscar Win,7.6,481322,1,big,1
1176,2011,R,112,Comedy,Nomination,6.3,158994,1,big,0
1180,2011,R,92,Horror,Other Win,5.8,101172,1,small,0
1183,2011,PG-13,107,Drama,Other Win,7.0,131407,1,big,0
1184,2011,PG-13,146,Drama,Oscar Win,8.1,403663,1,small,1
1186,2011,R,83,Action,,6.1,89573,1,big,0
1187,2011,Not Rated,113,Thriller,Other Win,5.5,3656,1,big,1
1189,2011,R,106,Comedy,Other Win,6.3,96060,1,big,1
1199,2011,PG-13,106,Action,Other Win,5.1,73674,1,big,0
1200,2011,R,95,Comedy,Other Win,5.5,3541,0,big,0
1202,2011,R,87,Comedy,,5.4,1799,1,small,0
1206,2011,PG-13,129,Drama,Other Win,7.0,18099,1,big,0
1210,2011,R,101,Drama,Oscar Win,7.1,209755,1,big,1
1212,2011,PG-13,90,Horror,Nomination,4.0,23800,1,big,0
1214,2011,PG-13,110,Action,Nomination,5.7,99912,1,big,0
1215,2011,R,80,Comedy,Other Win,7.2,114038,1,big,1
1216,2011,PG-13,86,Horror,Other Win,5.2,52285,1,big,0
1219,2011,R,115,Comedy,Oscar Win,7.3,225969,1,small,1
1220,2011,R,105,Action,Nomination,6.2,43376,1,small,0
1221,2011,R,99,Biography,Other Win,6.4,94884,1,big,1
1222,2011,R,113,Drama,Oscar Win,6.7,22579,1,big,0
1223,2011,G,100,Drama,Nomination,6.0,2759,1,small,0
1226,2011,PG-13,106,Action,Other Win,6.6,206096,1,small,1
1227,2011,TV-MA,85,Biography,Other Win,4.7,365,0,small,0
1228,2011,R,90,Comedy,,6.2,19812,1,small,0
1230,2011,PG-13,93,Comedy,,5.1,1725,1,small,0
1231,2011,Not Rated,86,Comedy,Nomination,5.9,5425,1,small,1
1232,2011,PG-13,127,Action,Oscar Win,7.1,287571,1,big,0
1233,2011,R,82,Drama,Nomination,4.9,6108,1,big,0
1236,2011,R,82,Drama,Nomination,4.6,4711,1,big,0
1237,2011,R,102,Crime,Other Win,6.7,69305,1,big,1
1238,2011,PG,100,Comedy,,5.5,306,0,small,0
1239,2011,R,101,Action,Other Win,7.6,180527,1,big,1
1241,2011,PG-13,133,Biography,Oscar Win,7.6,337522,1,big,1
1242,2011,PG-13,140,Drama,Oscar Win,8.2,414299,1,big,1
1243,2011,R,105,Crime,Other Win,5.7,17747,1,small,0
1244,2015,PG,95,Animation,Oscar Win,8.2,562816,1,small,1
1245,2011,R,110,Drama,Nomination,6.2,15304,1,big,0
1247,2011,R,107,Comedy,Nomination,6.1,39813,1,big,0
1248,2011,Not Rated,98,Comedy,Other Win,6.6,477,1,small,0
1249,2011,R,105,Adventure,Nomination,7.2,66652,1,big,0
1250,2011,R,99,Comedy,,5.6,18378,1,small,0
1251,2011,R,90,Comedy,Nomination,5.8,12115,1,small,0
1252,2011,R,92,Comedy,Other Win,6.8,80830,1,big,1
1253,2011,R,108,Crime,Other Win,5.8,22434,1,small,1
1254,2011,PG-13,99,Comedy,Other Win,5.7,8955,1,big,1
1255,2011,R,95,Horror,Other Win,6.5,82480,1,big,1
1258,2011,PG-13,130,Drama,Oscar Win,6.9,38394,1,big,0
1259,2011,R,129,Action,Nomination,6.8,61101,1,big,0
1261,2011,R,90,Comedy,Other Win,6.7,25072,1,big,1
1262,2011,R,88,Comedy,Nomination,4.8,10009,1,small,0
1264,2011,R,100,Comedy,Other Win,7.6,305689,1,big,1
1265,2011,R,100,Fantasy,Other Win,5.4,19630,1,small,0
1266,2011,PG-13,100,Comedy,,6.1,22925,1,small,1
1269,2011,R,96,Comedy,Other Win,5.9,7609,1,big,0
1270,2011,R,83,Comedy,Nomination,6.5,60463,1,small,0
1271,2011,R,91,Crime,Nomination,5.3,40182,1,small,0
1272,2011,R,99,Drama,Other Win,5.3,8990,1,small,0
1275,2011,PG,101,Action,Nomination,6.3,114367,1,big,0
1276,2014,Not Rated,85,Action,Other Win,5.9,371,1,small,1
1277,2011,PG-13,89,Comedy,Other Win,4.9,18836,1,small,0
1278,2011,Not Rated,80,Drama,,5.1,464,1,small,0
1282,2011,Not Rated,104,Drama,,4.7,105,0,small,0
1284,2011,R,87,Action,Nomination,5.2,11909,1,small,0
1287,2011,R,106,Comedy,Other Win,6.1,69431,1,big,0
1292,2011,PG,113,Drama,Other Win,6.9,21320,1,big,1
1293,2011,R,124,Drama,,5.1,957,1,big,0
1294,2011,Not Rated,91,Horror,Other Win,3.8,33716,1,big,0
1298,2011,PG-13,108,Drama,,6.6,1107,1,small,0
1301,2011,Not Rated,74,Drama,,4.7,210,0,small,0
1312,2011,PG-13,118,Drama,Other Win,6.5,3732,1,small,0
1313,2011,PG-13,84,Drama,Nomination,6.0,60802,1,big,0
1315,2011,R,150,Drama,Other Win,6.4,15059,1,small,1
1334,2011,R,99,Biography,Oscar Win,7.0,80430,1,big,1
1336,2011,PG,126,Drama,Oscar Win,7.5,291357,1,small,1
1341,2012,Not Rated,108,Crime,Nomination,6.5,3352,1,small,0
1345,2011,R,119,Comedy,Other Win,6.2,96005,1,small,0
1347,2011,PG,100,Comedy,Other Win,6.2,40093,1,big,0
1348,2011,Not Rated,105,Drama,,5.6,143,1,small,1
1350,2011,R,93,Drama,Other Win,5.7,3133,1,small,0
1353,2011,R,83,Horror,Other Win,5.8,87105,1,big,0
1354,2017,TV-MA,105,Drama,Other Win,6.3,30543,0,small,1
1361,2011,Not Rated,169,Drama,Other Win,7.1,640,1,small,1
1368,2011,PG-13,109,Action,Nomination,6.7,353374,1,big,0
1370,2011,R,100,Comedy,Other Win,4.9,596,1,small,0
1373,2011,R,92,Comedy,Other Win,6.1,1305,1,small,0
1375,2011,R,96,Drama,Other Win,5.8,203,1,small,1
1378,2011,Not Rated,80,Horror,,4.5,1984,1,big,0
1381,2011,R,100,Comedy,,5.8,289,0,small,0
1386,2011,R,108,Horror,,5.3,3215,1,small,0
1387,2011,R,96,Horror,,4.5,5464,1,small,0
1388,2011,PG,90,Animation,Oscar Win,6.6,137433,1,small,1
1389,2011,PG,107,Animation,Oscar Win,7.3,206478,1,small,1
1393,2011,PG-13,104,Action,Nomination,6.2,127540,1,big,0
1394,2011,Not Rated,156,Action,Other Win,4.6,36091,0,small,0
1401,2013,R,93,Comedy,Other Win,6.5,45263,1,big,1
1402,2011,PG-13,107,Drama,Other Win,6.7,7028,1,small,0
1403,2011,PG-13,117,Action,Other Win,4.9,212769,1,big,0
1404,2011,PG-13,88,Drama,Other Win,5.7,758,1,small,0
1411,2011,PG-13,90,Horror,,3.9,11838,1,small,0
1413,2011,Not Rated,95,Drama,Other Win,5.8,2451,1,small,0
1415,2011,R,137,Biography,Other Win,6.5,118117,1,big,0
1416,2011,PG,103,Adventure,Oscar Win,7.1,84019,1,big,1
1417,2011,R,90,Adventure,Nomination,6.3,63288,1,big,1
1420,2011,R,93,Action,Nomination,5.8,79987,1,big,1
1423,2011,PG-13,89,Comedy,,6.2,5641,1,big,0
1425,2011,R,110,Action,Other Win,6.0,155731,1,big,0
1427,2011,PG,91,Comedy,Other Win,3.3,73892,1,big,0
1428,2011,PG,97,Animation,Other Win,7.1,47914,1,big,1
1429,2011,PG,83,Adventure,,5.1,504,1,small,0
1438,2011,PG,100,Animation,Other Win,5.9,39421,1,big,0
1445,2011,PG,124,Comedy,Other Win,7.1,129101,1,big,0
1451,2011,PG-13,124,Comedy,Other Win,7.2,87389,1,big,1
1458,2011,PG-13,146,Action,Oscar Win,7.2,139842,1,big,1
1459,2011,PG-13,118,Comedy,Other Win,5.7,78723,1,small,0
1462,2011,PG-13,132,Action,Other Win,7.4,438608,1,small,1
1464,2011,R,81,Comedy,Nomination,5.7,66561,1,big,0
1465,2011,R,94,Comedy,Other Win,6.2,76349,1,small,1
1467,2011,PG-13,129,Action,Other Win,7.5,403439,1,big,0
1468,2011,PG-13,96,Action,Nomination,4.3,106211,1,big,0
1469,2011,R,95,Horror,Other Win,7.0,349595,1,big,1
1470,2011,R,117,Action,Other Win,6.8,232920,1,big,1
1471,2011,R,158,Crime,Oscar Win,7.8,398338,1,big,1
1472,2011,G,87,Animation,Other Win,4.3,29274,1,big,0
1476,2011,PG-13,89,Action,Nomination,4.9,56011,1,big,0
1477,2011,R,127,Drama,Other Win,4.5,32969,1,small,0
1481,2011,PG-13,129,Adventure,Oscar Win,6.9,94348,1,big,0
1489,2013,R,100,Action,,6.2,62998,0,big,0
1517,2013,R,111,Comedy,Nomination,6.3,105108,1,big,0
1560,2012,R,83,Horror,Other Win,4.2,34046,1,big,0
1563,2016,R,92,Action,Nomination,5.8,37024,1,small,0
1566,2014,PG-13,138,Action,Other Win,5.8,233996,1,big,1
1568,2012,R,109,Action,Other Win,6.5,113087,1,big,0
1572,2012,PG-13,118,Comedy,Nomination,5.7,7685,1,big,0
1578,2012,PG,94,Action,Other Win,5.8,86899,1,small,0
1579,2012,R,88,Action,Other Win,6.4,141031,1,small,0
1580,2012,R,95,Comedy,Other Win,6.2,5589,1,small,1
1581,2012,PG-13,125,Action,Other Win,5.9,32322,1,big,0
1586,2012,R,84,Comedy,Other Win,3.7,577,1,small,0
1587,2012,Not Rated,101,Drama,Other Win,6.3,3901,1,big,1
1588,2012,R,93,Comedy,Nomination,5.4,9149,1,big,0
1589,2012,R,80,Drama,Other Win,5.7,1006,1,small,0
1590,2012,PG-13,89,Comedy,Other Win,7.1,60074,1,small,1
1591,2012,Not Rated,101,Drama,Other Win,6.4,5072,1,small,1
1592,2012,R,89,Horror,Nomination,5.7,22642,1,big,0
1594,2012,Not Rated,90,Drama,Nomination,6.7,1410,0,big,0
1595,2012,PG-13,93,Adventure,Oscar Win,7.3,78362,1,small,1
1596,2012,R,94,Comedy,,4.8,10782,1,small,0
1597,2012,Not Rated,94,Drama,Other Win,6.0,1791,1,small,1
1598,2012,PG-13,95,Comedy,Nomination,6.8,63668,1,small,0
1599,2012,R,107,Drama,Other Win,6.6,47714,1,big,1
1600,2012,Not Rated,89,Drama,Nomination,5.9,1611,1,small,0
1601,2012,Not Rated,94,Comedy,Nomination,6.3,8831,1,small,0
1602,2012,R,83,Horror,,4.7,7814,1,small,0
1603,2012,R,90,Biography,Other Win,6.4,29296,1,big,1
1607,2012,TV-MA,84,Animation,Other Win,6.4,584,1,small,1
1608,2012,Not Rated,95,Comedy,Other Win,6.5,4422,1,small,0
1609,2012,Not Rated,82,Drama,Nomination,5.8,2834,1,small,0
1610,2012,R,86,Comedy,Other Win,7.0,113774,1,small,1
1611,2012,PG-13,97,Comedy,Nomination,6.7,34476,1,big,0
1612,2012,R,83,Drama,Nomination,5.3,4652,1,big,0
1613,2012,R,97,Comedy,Other Win,5.8,6587,1,big,0
1614,2012,Not Rated,85,Drama,Nomination,6.2,762,1,small,1
1615,2012,R,121,Drama,Nomination,4.9,1489,1,small,0
1616,2012,R,81,Drama,Nomination,6.8,15924,1,big,1
1617,2012,R,116,Horror,Nomination,5.8,54540,1,big,0
1618,2012,R,99,Comedy,Other Win,6.4,34988,1,big,0
1619,2012,R,95,Biography,Oscar Win,7.2,40299,1,small,1
1620,2012,R,94,Crime,Other Win,5.9,2003,1,small,0
1621,2012,R,87,Comedy,Other Win,5.3,43912,1,small,0
1622,2012,PG-13,81,Comedy,Other Win,6.8,11220,1,big,1
1623,2012,Not Rated,82,Drama,Other Win,7.0,166,0,small,1
1624,2012,Not Rated,83,Drama,Other Win,6.4,398,0,small,0
1625,2012,R,94,Comedy,,5.9,4799,1,small,0
1627,2012,Not Rated,92,Comedy,,5.4,2070,1,big,1
1628,2012,Not Rated,94,Drama,Other Win,6.2,971,1,small,1
1629,2012,PG-13,102,Action,Nomination,6.6,139615,1,big,0
1630,2012,PG-13,91,Action,Other Win,5.3,39210,1,big,0
1632,2012,PG-13,103,Comedy,,5.1,3150,1,big,0
1634,2012,R,85,Comedy,,6.0,15197,1,big,0
1637,2012,PG-13,102,Drama,Other Win,7.0,71793,1,small,0
1638,2012,R,85,Comedy,Nomination,5.6,7077,1,big,0
1639,2012,Not Rated,93,Drama,Other Win,6.5,189,0,small,0
1643,2012,PG-13,84,Drama,Other Win,7.0,232929,1,big,1
1646,2012,PG-13,103,Action,Other Win,6.3,170405,1,small,0
1651,2012,Not Rated,81,Drama,Other Win,6.1,205,0,small,1
1653,2012,PG,107,Biography,Nomination,6.5,18006,1,big,1
1655,2012,R,84,Action,Other Win,4.8,1957,1,small,0
1658,2012,PG-13,104,Drama,Other Win,6.8,177315,1,big,0
1660,2012,R,110,Action,Other Win,6.5,64497,1,big,0
1661,2012,R,115,Action,Other Win,6.7,196769,1,big,0
1666,2012,PG-13,122,Comedy,Other Win,6.6,41823,1,small,0
1672,2012,R,96,Drama,Other Win,6.8,5430,0,small,0
1673,2014,Not Rated,133,Crime,Other Win,7.6,24269,0,small,0
1678,2012,Not Rated,74,Drama,Nomination,5.7,204,0,small,1
1679,2012,R,122,Drama,Nomination,6.3,2710,1,small,0
1681,2012,PG-13,110,Comedy,Nomination,5.5,7141,1,big,0
1682,2012,R,98,Comedy,,5.6,70347,1,big,0
1683,2012,Not Rated,90,Drama,Other Win,6.7,1748,1,big,1
1684,2014,PG,125,Adventure,Oscar Win,5.9,126630,1,big,1
1685,2012,R,90,Horror,,4.7,22031,1,big,0
1691,2012,PG-13,94,Action,,5.9,40180,1,big,0
1692,2012,PG-13,132,Action,Other Win,6.6,246532,1,big,0
1698,2012,R,98,Drama,,4.8,9349,1,big,0
1699,2012,PG,86,Animation,Other Win,6.4,92374,1,small,0
1700,2012,R,88,Comedy,Nomination,6.6,181808,1,big,0
1702,2012,R,102,Drama,Other Win,6.4,16082,1,big,0
1703,2012,Not Rated,107,Comedy,Other Win,6.2,354,1,big,0
1704,2012,Not Rated,85,Drama,Other Win,5.3,974,1,small,0
1714,2012,PG-13,94,Action,,4.3,7803,1,small,0
1716,2012,PG-13,91,Comedy,Nomination,5.9,37442,1,big,0
1717,2012,R,95,Comedy,Nomination,4.9,8232,1,small,0
1718,2012,R,110,Crime,Nomination,6.4,80524,1,big,0
1723,2012,R,98,Comedy,Other Win,6.5,3160,1,small,0
1724,2012,R,93,Drama,Other Win,4.8,3302,1,small,0
1726,2012,R,79,Comedy,Nomination,3.9,2139,1,big,0
1730,2012,Not Rated,89,Comedy,Nomination,5.9,4617,1,small,0
1732,2012,Not Rated,103,Drama,Nomination,5.7,699,1,small,0
1733,2012,R,85,Comedy,Nomination,6.3,1104,1,small,0
1734,2012,Not Rated,90,Crime,Other Win,6.0,630,0,big,1
1735,2012,Not Rated,84,Drama,Other Win,5.0,513,0,big,1
1737,2012,Not Rated,81,Comedy,Other Win,6.6,2305,1,big,1
1738,2012,R,76,Comedy,Nomination,6.0,1640,1,big,0
1739,2012,Not Rated,95,Comedy,Other Win,4.0,486,1,small,0
1740,2012,R,98,Crime,Other Win,6.6,7914,1,small,1
1742,2012,R,110,Horror,Other Win,6.8,205293,1,big,0
1745,2012,Not Rated,103,Drama,Other Win,6.8,6419,1,small,1
1748,2012,R,109,Action,Other Win,7.2,489008,1,big,1
1749,2012,PG-13,142,Action,Other Win,7.2,809728,1,big,1
1750,2013,Not Rated,94,Crime,Nomination,5.4,6576,1,small,0
1752,2012,Not Rated,85,Comedy,Other Win,6.0,2393,1,big,0
1753,2012,Not Rated,68,Drama,Other Win,6.1,104,0,big,1
1754,2012,R,84,Comedy,Other Win,5.5,19455,1,small,0
1755,2012,PG-13,108,Comedy,,5.9,2843,1,big,0
1759,2012,R,96,Action,,7.0,99888,1,small,0
1760,2012,PG,106,Adventure,Oscar Win,5.6,80982,1,big,0
1765,2012,R,88,Comedy,,4.1,889,1,big,0
1766,2012,PG-13,93,Comedy,,5.8,218,0,small,0
1767,2012,R,92,Thriller,,6.1,11078,1,big,0
1773,2012,PG,88,Animation,Oscar Win,6.7,42958,1,big,1
1774,2012,PG-13,99,Action,Other Win,5.7,175899,1,small,0
1790,2012,PG-13,131,Action,Other Win,5.8,228999,1,small,0
1791,2012,PG-13,93,Action,Nomination,4.9,33599,1,small,0
1792,2012,R,113,Comedy,Other Win,6.7,195663,1,small,0
1793,2012,PG-13,92,Drama,Other Win,6.3,1815,1,small,0
1795,2012,R,105,Comedy,Nomination,4.1,757,1,small,0
1800,2012,PG-13,143,Action,Oscar Win,8.0,1213103,1,big,1
1801,2012,R,124,Adventure,Oscar Win,7.0,549256,1,big,1
1806,2012,PG,92,Comedy,Nomination,5.0,29012,1,big,0
1809,2012,PG-13,101,Drama,Nomination,5.0,568,1,small,0
1817,2012,R,94,Action,Nomination,6.5,98640,1,big,0
1821,2012,R,124,Comedy,,6.2,89889,1,big,1
1823,2012,R,89,Action,,3.6,3048,1,small,0
1824,2012,PG-13,101,Drama,Other Win,6.5,96710,1,big,0
1826,2012,Not Rated,91,Drama,Other Win,5.7,444,1,small,1
1827,2012,Not Rated,83,Drama,,5.3,395,0,small,0
1832,2012,R,80,Comedy,,5.6,1968,1,small,0
1833,2012,R,112,Comedy,Other Win,6.3,81074,1,big,0
1835,2012,R,98,Drama,Other Win,7.5,5581,1,small,0
1839,2012,Not Rated,85,Drama,Other Win,6.5,543,0,small,0
1840,2012,Not Rated,83,Drama,Nomination,5.6,196,0,small,1
1841,2012,Not Rated,90,Comedy,Other Win,6.3,14198,1,small,0
1842,2012,Not Rated,83,Drama,Nomination,5.3,595,1,small,0
1843,2012,R,83,Drama,Nomination,5.8,3376,1,small,0
1848,2012,R,95,Crime,,6.3,36905,1,big,0
1849,2012,Not Rated,93,Horror,Other Win,6.4,12175,1,small,1
1853,2012,PG-13,94,Comedy,,6.7,9022,1,small,0
1854,2012,R,87,Comedy,Nomination,5.4,8089,1,small,0
1857,2012,R,100,Drama,,5.1,1292,1,big,0
1859,2012,PG-13,93,Comedy,Other Win,5.6,6290,1,small,0
1864,2012,Not Rated,100,Drama,Other Win,6.1,455,1,small,1
1866,2012,PG,109,Comedy,Nomination,7.0,16657,1,big,0
1872,2012,Not Rated,87,Comedy,,6.3,834,1,big,1
1879,2012,PG-13,100,Comedy,Other Win,6.2,1562,1,small,0
1888,2012,TV-14,95,Action,Other Win,5.3,502,1,small,0
1889,2012,PG-13,113,Comedy,Other Win,6.2,236186,1,big,0
1893,2012,R,83,Comedy,Other Win,3.7,38122,1,small,0
1900,2012,PG-13,106,Action,Other Win,6.8,320568,1,big,0
1901,2012,PG-13,127,Action,Oscar Win,6.1,263576,1,big,0
1904,2012,R,83,Comedy,Other Win,6.4,257163,1,big,0
1905,2012,PG-13,94,Comedy,Oscar Win,7.8,300070,1,big,1
1906,2012,PG-13,110,Comedy,Nomination,5.7,67364,1,big,0
1907,2012,Not Rated,103,Drama,Other Win,6.1,1785,1,small,1
1908,2012,PG,93,Animation,Other Win,6.8,152076,1,small,0
1913,2012,PG-13,105,Drama,,5.9,1775,1,small,0
1914,2012,R,118,Drama,Oscar Win,7.4,21678,1,big,1
1915,2012,R,116,Crime,Other Win,7.3,218587,1,big,0
1919,2012,R,97,Crime,Other Win,6.2,126236,1,small,1
1920,2012,Not Rated,110,Drama,Other Win,6.1,193,0,big,1
1921,2012,R,124,Adventure,Other Win,6.1,38516,1,small,0
1923,2012,R,107,Crime,Other Win,5.8,34530,1,small,0
1927,2012,R,80,Comedy,,5.0,315,1,small,0
1930,2012,PG-13,130,Drama,Other Win,7.4,159700,1,small,1
1934,2012,Not Rated,90,Biography,Nomination,5.5,196,0,small,0
1940,2012,PG-13,106,Drama,,2.6,1372,1,small,0
1946,2011,PG-13,132,Action,Other Win,7.4,438608,1,small,1
1948,2012,R,116,Comedy,Other Win,5.5,85866,0,small,0
1951,2012,R,94,Action,,4.3,6864,1,small,0
1957,2012,PG,93,Animation,Oscar Win,7.1,350869,1,big,1
1958,2012,R,98,Comedy,,5.3,1001,1,small,0
1959,2012,PG-13,136,Action,Other Win,6.9,537966,1,big,1
1960,2012,PG-13,123,Comedy,Other Win,5.9,71290,1,small,0
1964,2012,PG-13,114,Comedy,,7.1,40256,1,small,0
1965,2012,Not Rated,85,Comedy,Nomination,5.5,432,0,small,1
1966,2012,Not Rated,86,Comedy,Other Win,7.2,2064,0,small,1
1968,2012,Not Rated,93,Drama,Other Win,5.5,568,1,small,1
1971,2012,Not Rated,81,Comedy,,5.1,412,0,big,0
1972,2012,Not Rated,84,Drama,Other Win,6.8,215,0,small,1
1973,2012,R,101,Adventure,Nomination,6.7,103773,1,big,0
1974,2012,R,105,Action,Nomination,5.9,145229,1,big,0
1976,2012,R,88,Comedy,Other Win,6.4,9771,1,small,0
1983,2012,R,110,Comedy,Other Win,6.1,126090,1,big,1
1984,2012,R,131,Crime,Nomination,6.5,117625,1,big,0
1986,2012,PG,88,Animation,Other Win,6.6,181566,1,big,0
1991,2012,TV-14,96,Drama,Nomination,5.2,611,0,small,0
1992,2012,R,106,Comedy,Oscar Win,6.9,549313,1,big,1
1995,2012,PG-13,114,Comedy,Other Win,4.9,9691,1,big,0
1999,2014,R,92,Crime,,5.8,11333,1,small,0
2010,2012,R,95,Action,Other Win,7.1,240061,1,big,0
2011,2012,R,97,Drama,,4.0,3670,1,small,0
2013,2012,R,91,Comedy,,4.5,3419,1,small,0
2018,2012,Not Rated,112,Comedy,,5.1,613,1,small,0
2020,2012,Not Rated,103,Drama,Other Win,5.8,3501,1,small,0
2021,2012,PG-13,85,Animation,,5.4,1036,1,small,0
2024,2012,PG-13,164,Action,Other Win,8.4,1432198,1,big,1
2026,2018,R,105,Biography,Nomination,5.8,5152,1,big,0
2032,2012,Not Rated,110,Comedy,,6.2,493,0,small,0
2033,2012,Not Rated,89,Comedy,,4.9,625,1,small,0
2044,2012,R,104,Comedy,Other Win,7.2,92511,1,small,1
2046,2012,PG-13,99,Drama,Nomination,6.4,51944,1,big,0
2047,2012,Not Rated,76,Horror,Other Win,5.1,1043,1,small,0
2049,2012,R,102,Action,Nomination,5.7,117557,1,big,0
2051,2012,PG-13,135,Action,Other Win,6.7,274208,1,big,1
2059,2012,R,100,Action,Other Win,6.1,33032,1,big,0
2060,2012,PG,92,Animation,Oscar Win,7.0,89575,1,big,1
2061,2012,PG,94,Comedy,Other Win,6.3,20356,1,big,0
2063,2012,R,85,Comedy,Other Win,6.1,120546,1,big,0
2065,2012,PG-13,100,Comedy,Other Win,6.3,39324,1,big,1
2069,2012,R,103,Action,Other Win,6.6,282842,1,big,0
2070,2012,Not Rated,107,Drama,Other Win,6.9,1832,1,small,1
2074,2012,Not Rated,102,Thriller,,4.6,518,0,small,0
2079,2019,R,102,Action,,5.3,8067,1,small,0
2080,2012,PG,105,Comedy,Other Win,6.6,43526,1,big,0
2087,2012,PG-13,116,Drama,Nomination,5.7,5706,1,big,0
2091,2012,Not Rated,116,Comedy,Other Win,6.2,4687,1,small,0
2096,2012,PG-13,82,Horror,Nomination,4.1,18428,1,big,0
2097,2012,PG-13,91,Action,Other Win,6.5,106775,1,small,1
2098,2012,R,100,Action,Other Win,6.1,28079,1,small,0
2099,2012,R,114,Action,,5.0,18510,1,big,0
2100,2019,PG-13,105,Drama,Other Win,5.4,22664,1,small,0
2103,2012,PG-13,94,Comedy,Other Win,4.5,727,1,small,0
2106,2012,Not Rated,62,Animation,Nomination,8.3,9529,0,big,1
2107,2012,PG-13,92,Comedy,,5.1,8997,1,small,0
2108,2012,Not Rated,90,Comedy,Nomination,4.7,293,1,small,0
2110,2012,PG-13,92,Action,,4.1,340,1,small,0
2111,2012,G,88,Adventure,Nomination,2.0,14761,1,small,0
2112,2012,R,98,Action,Nomination,6.4,13206,1,small,0
2113,2012,R,130,Drama,Other Win,6.9,12849,1,big,0
2114,2012,PG-13,92,Horror,Nomination,5.9,54575,1,big,0
2115,2012,R,106,Biography,Other Win,6.8,67131,1,small,0
2116,2012,R,118,Crime,Other Win,5.6,1804,0,big,0
2117,2012,R,120,Biography,Oscar Win,7.7,548104,1,big,1
2120,2012,R,105,Drama,Nomination,5.6,6949,1,big,1
2121,2012,PG,98,Comedy,Other Win,7.5,16911,1,big,1
2123,2012,R,138,Drama,Oscar Win,7.2,139605,1,big,1
2125,2012,R,86,Comedy,Other Win,7.4,64949,1,big,1
2127,2012,R,112,Drama,Other Win,5.9,25978,1,big,0
2128,2019,R,86,Drama,Nomination,6.2,1217,1,small,1
2130,2012,R,95,Action,Other Win,5.4,127687,1,small,0
2134,2012,R,94,Crime,Other Win,5.3,130127,1,small,1
2135,2012,R,113,Action,Other Win,7.4,512224,1,big,1
2136,2012,R,125,Drama,Other Win,6.4,30361,1,big,0
2138,2012,R,96,Action,,5.5,41903,1,small,0
2139,2012,R,106,Drama,,4.7,8550,1,small,0
2140,2012,PG-13,92,Action,Other Win,6.2,278828,1,big,0
2141,2012,PG-13,103,Comedy,,5.8,14184,1,small,0
2142,2012,R,140,Crime,Other Win,7.3,232009,1,big,1
2143,2012,R,110,Comedy,Other Win,7.2,229074,1,small,1
2144,2012,R,99,Drama,Other Win,7.4,25975,1,small,1
2145,2012,Not Rated,96,Drama,Other Win,7.5,6841,1,small,1
2146,2012,PG,91,Animation,Other Win,7.1,211060,1,big,0
2147,2012,R,122,Comedy,Oscar Win,7.7,632870,1,big,1
2148,2012,R,172,Action,Other Win,7.4,332780,1,big,0
2150,2012,PG-13,103,Drama,Other Win,8.0,431811,1,big,1
